timestamp,Open,High,Low,Close,Volume
2026-01-05 09:32:36,372.65,375.26,370.51,373.9,57782
2026-01-05 09:42:36,364.34,365.8,362.87,363.55,65104
2026-01-05 09:52:36,372.12,374.48,369.05,371.78,65820
2026-01-05 10:02:36,383.81,385.02,382.78,385.02,97754
2026-01-05 10:12:36,372.82,374.75,369.22,369.22,31957
2026-01-05 10:22:36,368.3,368.3,364.6,366.78,114370
2026-01-05 10:32:36,362.18,366.17,361.3,361.3,120331
2026-01-05 10:42:36,368.77,372.77,368.66,368.66,79487
2026-01-05 10:52:36,360.65,361.05,359.52,360.34,69454
2026-01-05 11:02:36,363.82,366.02,363.81,363.81,111932
2026-01-05 11:12:36,365.32,366.28,365.06,366.28,42017
2026-01-05 11:22:36,364.83,367.41,360.69,364.55,97327
2026-01-05 11:32:36,361.75,363.19,360.55,360.71,94227
2026-01-05 11:42:36,372.01,372.01,370.12,370.12,97111
2026-01-05 11:52:36,376.11,376.11,374.4,375.55,31215
2026-01-05 12:02:36,368.25,370.75,368.25,368.75,27811
2026-01-05 12:12:36,357.34,359.72,356.57,359.5,108178
2026-01-05 12:22:36,367.27,368.52,365.64,365.64,53355
2026-01-05 12:32:36,378.07,378.07,374.37,375.14,104665
2026-01-05 12:42:36,367.14,369.19,366.04,368.24,126497
2026-01-05 12:52:36,374.27,377.62,373.53,374.74,84326
2026-01-05 13:02:36,369.33,371.33,366.98,367.27,31758
2026-01-05 13:12:36,362.04,362.96,360.76,360.76,80199
2026-01-05 13:22:36,353.77,355.09,353.77,355.09,134131
2026-01-05 13:32:36,347.75,349.22,347.66,348.88,122455
2026-01-05 13:42:36,348.25,348.67,344.98,348.02,95093
2026-01-05 13:52:36,337.88,339.1,334.08,336.47,91364
2026-01-05 14:02:36,319.93,322.49,319.4,320.55,87117
2026-01-05 14:12:36,316.79,316.79,315.03,316.04,135341
2026-01-05 14:22:36,293.79,293.99,292.31,292.31,294065
2026-01-05 14:32:36,286.21,286.21,283.67,285.92,200167
2026-01-05 14:42:36,266.49,268.23,266.35,268.01,71653
2026-01-05 14:52:36,256.66,257.83,256.0,257.65,405938
2026-01-05 15:02:36,253.07,254.77,251.89,252.78,173139
2026-01-05 15:12:36,233.55,234.41,232.37,232.37,445411
2026-01-05 15:22:36,218.79,220.28,217.99,218.58,434207
2026-01-05 15:32:36,237.77,237.77,234.79,235.75,138813
2026-01-05 15:42:36,235.17,236.69,234.25,234.25,466478
2026-01-05 15:52:36,236.55,237.88,236.55,237.55,293147
2026-01-06 09:32:36,211.23,212.72,211.21,212.72,88978
2026-01-06 09:42:36,232.87,232.95,231.65,232.6,332352
2026-01-06 09:52:36,221.1,221.56,218.7,220.94,243345
2026-01-06 10:02:36,209.28,209.9,207.95,209.79,529404
2026-01-06 10:12:36,202.41,204.29,201.59,201.59,234362
2026-01-06 10:22:36,211.19,211.45,209.24,211.45,240601
2026-01-06 10:32:36,211.31,211.41,211.22,211.36,331803
2026-01-06 10:42:36,221.79,224.93,220.64,222.59,238496
2026-01-06 10:52:36,228.17,230.24,228.17,229.75,112059
2026-01-06 11:02:36,272.43,275.64,271.92,273.28,138957
2026-01-06 11:12:36,285.0,285.25,283.93,283.93,226333
2026-01-06 11:22:36,278.03,280.41,277.12,277.96,147020
2026-01-06 11:32:36,278.21,281.17,278.21,279.32,288836
2026-01-06 11:42:36,281.36,281.84,281.07,281.07,275680
2026-01-06 11:52:36,285.69,287.97,285.69,287.26,275343
2026-01-06 12:02:36,275.44,275.44,273.22,273.81,86904
2026-01-06 12:12:36,268.27,269.05,267.53,267.53,178323
2026-01-06 12:22:36,270.01,271.72,269.44,269.44,345884
2026-01-06 12:32:36,279.98,280.4,277.07,278.98,80193
2026-01-06 12:42:36,273.17,273.82,272.43,272.71,218871
2026-01-06 12:52:36,268.69,269.53,267.46,269.53,360036
2026-01-06 13:02:36,272.92,273.97,272.92,273.95,282214
2026-01-06 13:12:36,269.98,272.64,269.29,271.26,123899
2026-01-06 13:22:36,259.11,259.11,257.19,257.85,269417
2026-01-06 13:32:36,260.63,262.14,260.22,262.14,177343
2026-01-06 13:42:36,253.48,253.48,249.88,252.12,171152
2026-01-06 13:52:36,249.24,249.31,247.15,248.34,166621
2026-01-06 14:02:36,191.48,192.42,191.48,192.04,134283
2026-01-06 14:12:36,191.42,192.03,190.84,191.11,311838
2026-01-06 14:22:36,187.63,188.03,187.63,187.91,265888
2026-01-06 14:32:36,190.52,191.93,189.99,191.54,243208
2026-01-06 14:42:36,164.37,165.84,164.37,164.47,330058
2026-01-06 14:52:36,152.09,154.68,151.8,152.53,283643
