timestamp,Open,High,Low,Close,Volume
2026-01-05 09:32:36,234.96,236.57,234.75,236.05,134868
2026-01-05 09:42:36,232.81,234.16,232.16,232.68,159988
2026-01-05 09:52:36,236.76,239.41,236.45,236.45,28217
2026-01-05 10:02:36,239.18,239.8,238.5,238.5,109810
2026-01-05 10:12:36,235.29,236.99,234.45,234.45,134709
2026-01-05 10:22:36,233.43,233.43,232.61,233.31,120891
2026-01-05 10:32:36,239.85,239.93,236.17,239.93,64478
2026-01-05 10:42:36,239.3,241.14,238.19,239.86,39386
2026-01-05 10:52:36,232.39,232.77,231.87,232.57,103196
2026-01-05 11:02:36,239.55,242.13,239.55,242.13,48175
2026-01-05 11:12:36,244.52,244.52,243.28,243.42,48684
2026-01-05 11:22:36,243.2,243.2,239.8,242.11,91702
2026-01-05 11:32:36,248.29,249.2,247.94,248.71,15587
2026-01-05 11:42:36,242.54,243.71,241.28,242.44,123241
2026-01-05 11:52:36,242.56,244.31,241.83,242.72,93870
2026-01-05 12:02:36,237.7,239.0,237.53,237.53,105171
2026-01-05 12:12:36,242.07,242.58,241.02,242.58,129687
2026-01-05 12:22:36,236.85,237.07,235.69,235.69,97543
2026-01-05 12:32:36,239.67,239.67,238.43,238.43,96762
2026-01-05 12:42:36,245.88,245.93,242.88,244.46,37920
2026-01-05 12:52:36,241.2,241.25,240.73,240.93,28076
2026-01-05 13:02:36,237.03,238.85,237.03,238.85,96559
2026-01-05 13:12:36,239.0,239.2,238.76,238.87,112845
2026-01-05 13:22:36,244.1,244.1,243.22,243.22,53588
2026-01-05 13:32:36,248.57,249.44,247.67,248.08,58652
2026-01-05 13:42:36,239.64,240.41,238.26,240.41,80152
2026-01-05 13:52:36,231.06,231.88,230.23,230.23,75026
2026-01-05 14:02:36,216.54,216.54,215.35,216.28,53520
2026-01-05 14:12:36,221.46,223.36,220.35,222.37,147074
2026-01-05 14:22:36,204.31,205.7,204.26,204.47,182854
2026-01-05 14:32:36,203.77,203.84,203.0,203.66,33137
2026-01-05 14:42:36,202.19,202.67,200.96,200.96,72954
2026-01-05 14:52:36,186.5,186.93,185.09,185.92,344714
2026-01-05 15:02:36,187.52,187.98,186.43,187.18,58084
2026-01-05 15:12:36,189.95,191.19,189.3,190.9,99383
2026-01-05 15:22:36,189.69,189.95,187.3,189.2,328228
2026-01-05 15:32:36,190.81,192.36,190.39,190.39,259870
2026-01-05 15:42:36,202.61,203.27,201.68,202.74,229831
2026-01-05 15:52:36,206.27,206.27,205.01,205.6,221840
2026-01-06 09:32:36,192.37,192.37,191.12,192.25,161104
2026-01-06 09:42:36,200.7,201.26,199.8,201.26,274447
2026-01-06 09:52:36,186.89,188.26,185.72,186.05,153338
2026-01-06 10:02:36,190.6,190.8,188.83,189.75,93372
2026-01-06 10:12:36,191.97,191.97,191.42,191.92,118201
2026-01-06 10:22:36,187.0,188.42,186.83,186.83,247676
2026-01-06 10:32:36,198.5,199.09,197.88,198.89,163779
2026-01-06 10:42:36,198.65,198.65,197.33,198.6,166717
2026-01-06 10:52:36,202.56,203.33,200.96,201.9,255796
2026-01-06 11:02:36,222.24,222.91,220.62,222.91,65166
2026-01-06 11:12:36,222.49,223.35,221.27,223.07,62861
2026-01-06 11:22:36,224.44,225.08,223.84,225.08,164463
2026-01-06 11:32:36,229.93,230.36,228.5,230.0,72785
2026-01-06 11:42:36,236.08,237.84,236.08,236.94,142680
2026-01-06 11:52:36,236.94,236.94,235.59,236.39,132406
2026-01-06 12:02:36,239.76,241.65,239.76,240.88,115973
2026-01-06 12:12:36,242.06,242.06,241.23,241.69,110745
2026-01-06 12:22:36,243.56,243.56,241.98,242.06,108383
2026-01-06 12:32:36,234.52,235.4,233.78,234.18,58550
2026-01-06 12:42:36,233.81,235.32,231.17,234.18,107224
2026-01-06 12:52:36,227.36,228.84,227.36,228.39,111853
2026-01-06 13:02:36,230.5,232.66,228.84,231.07,85224
2026-01-06 13:12:36,237.9,237.94,236.16,237.57,23742
2026-01-06 13:22:36,241.26,241.63,239.43,240.0,45400
2026-01-06 13:32:36,233.54,234.07,233.43,233.79,78147
2026-01-06 13:42:36,230.52,231.57,228.63,230.61,35911
2026-01-06 13:52:36,234.65,236.51,234.54,236.05,41625
2026-01-06 14:02:36,229.61,231.46,229.61,230.68,64961
2026-01-06 14:12:36,220.42,220.93,219.4,219.4,73944
2026-01-06 14:22:36,213.96,215.25,211.92,213.72,134443
2026-01-06 14:32:36,217.63,218.4,217.63,218.31,65485
2026-01-06 14:42:36,210.88,210.88,209.27,209.38,81004
2026-01-06 14:52:36,216.05,216.61,216.05,216.36,132988
2026-01-06 15:02:36,203.32,203.69,203.04,203.69,171908
2026-01-06 15:12:36,210.92,212.27,209.92,211.27,67996
2026-01-06 15:22:36,222.12,223.09,219.37,222.3,55111
2026-01-06 15:32:36,222.65,222.96,221.7,222.56,78435
2026-01-06 15:42:36,231.78,232.1,231.27,231.27,39105
2026-01-06 15:52:36,227.44,229.05,227.44,229.05,182257
2026-01-07 09:32:36,228.16,229.03,226.97,228.02,55268
2026-01-07 09:42:36,227.79,228.65,226.03,226.03,68640
2026-01-07 09:52:36,234.32,234.33,233.06,233.97,29052
2026-01-07 10:02:36,243.63,243.88,240.69,243.52,22707
2026-01-07 10:12:36,245.51,245.51,244.14,244.95,67960
