timestamp,Open,High,Low,Close,Volume
2026-01-05 09:32:36,453.72,454.56,452.38,453.08,91767
2026-01-05 09:42:36,460.2,460.89,457.29,460.86,77111
2026-01-05 09:52:36,472.12,474.57,470.83,471.91,139261
2026-01-05 10:02:36,493.54,495.49,488.75,492.88,175477
2026-01-05 10:12:36,507.0,507.77,505.26,507.55,216431
2026-01-05 10:22:36,523.81,523.81,520.1,521.63,62222
2026-01-05 10:32:36,542.43,547.34,539.67,543.91,221411
2026-01-05 10:42:36,529.72,532.84,527.41,527.41,51840
2026-01-05 10:52:36,535.77,538.59,533.44,536.67,258668
2026-01-05 11:02:36,503.56,503.56,500.22,503.31,22932
2026-01-05 11:12:36,515.75,518.54,513.51,515.54,89692
2026-01-05 11:22:36,498.69,502.76,498.06,498.52,86072
2026-01-05 11:32:36,503.02,506.43,502.53,502.53,139746
2026-01-05 11:42:36,501.9,501.94,498.15,501.94,99675
2026-01-05 11:52:36,483.35,484.38,483.35,484.1,159986
2026-01-05 12:02:36,471.88,474.26,469.85,474.26,91239
2026-01-05 12:12:36,477.68,478.01,476.84,478.01,138553
2026-01-05 12:22:36,481.04,484.03,478.8,480.86,69437
2026-01-05 12:32:36,476.18,477.2,474.92,477.14,78151
2026-01-05 12:42:36,465.25,467.92,465.0,467.92,131315
2026-01-05 12:52:36,459.32,460.0,458.63,459.16,85577
2026-01-05 13:02:36,455.01,459.46,455.01,457.83,94882
2026-01-05 13:12:36,456.49,457.35,456.44,456.58,45181
2026-01-05 13:22:36,453.58,457.19,453.58,453.79,106771
2026-01-05 13:32:36,456.75,459.26,455.73,458.35,36047
2026-01-05 13:42:36,465.91,467.58,465.17,465.59,136535
2026-01-05 13:52:36,463.47,464.18,461.07,463.35,118598
2026-01-05 14:02:36,469.23,470.75,468.99,469.86,123374
2026-01-05 14:12:36,452.88,454.33,450.35,451.64,41319
2026-01-05 14:22:36,461.8,464.21,461.6,461.83,126216
2026-01-05 14:32:36,427.19,428.97,427.18,428.14,83482
2026-01-05 14:42:36,412.91,412.98,410.65,410.65,164872
2026-01-05 14:52:36,404.84,408.85,404.84,404.93,71252
2026-01-05 15:02:36,423.95,425.6,419.71,424.37,96718
2026-01-05 15:12:36,435.82,436.21,433.09,434.84,21543
2026-01-05 15:22:36,443.48,445.56,440.0,445.56,14179
2026-01-05 15:32:36,446.63,448.43,445.55,445.55,32433
2026-01-05 15:42:36,445.35,450.15,444.2,445.85,51984
2026-01-05 15:52:36,445.07,448.61,444.04,447.44,95588
2026-01-06 09:32:36,449.65,449.79,447.83,449.79,52393
2026-01-06 09:42:36,426.77,429.31,425.42,426.06,44831
2026-01-06 09:52:36,441.06,442.46,438.7,438.7,65576
2026-01-06 10:02:36,434.07,434.07,430.96,430.96,96463
2026-01-06 10:12:36,445.35,446.54,442.67,442.67,49454
2026-01-06 10:22:36,457.85,458.89,456.94,457.66,116585
2026-01-06 10:32:36,467.14,468.02,465.56,466.71,120563
2026-01-06 10:42:36,468.14,470.24,467.95,470.23,97367
2026-01-06 10:52:36,467.65,473.67,467.65,471.0,33925
2026-01-06 11:02:36,465.59,465.59,461.59,465.53,132287
2026-01-06 11:12:36,465.93,465.93,463.83,465.24,120566
2026-01-06 11:22:36,467.62,468.09,465.5,465.5,79630
2026-01-06 11:32:36,463.97,466.9,463.97,464.37,117760
2026-01-06 11:42:36,474.29,477.06,473.0,473.87,87048
2026-01-06 11:52:36,483.62,484.06,482.65,484.06,109604
2026-01-06 12:02:36,491.74,491.82,490.06,491.44,176600
2026-01-06 12:12:36,491.39,496.01,491.39,494.91,52367
2026-01-06 12:22:36,480.41,482.19,474.82,479.7,105649
2026-01-06 12:32:36,481.35,485.01,481.23,481.23,45105
2026-01-06 12:42:36,479.12,480.53,477.09,478.16,34750
2026-01-06 12:52:36,493.69,495.35,492.67,495.35,175062
2026-01-06 13:02:36,472.07,472.07,470.0,470.0,133501
2026-01-06 13:12:36,473.88,475.36,468.83,473.83,66767
2026-01-06 13:22:36,475.86,477.1,473.19,476.25,128508
2026-01-06 13:32:36,462.37,464.77,461.81,462.15,115829
2026-01-06 13:42:36,463.12,466.69,462.92,464.82,122332
2026-01-06 13:52:36,476.41,478.9,474.19,474.19,144220
2026-01-06 14:02:36,478.16,478.56,474.99,476.88,16993
2026-01-06 14:12:36,470.24,471.53,468.6,470.09,35378
2026-01-06 14:22:36,463.49,465.23,461.59,464.86,115166
2026-01-06 14:32:36,480.25,485.57,480.25,482.75,154294
2026-01-06 14:42:36,485.57,487.09,485.19,486.38,62801
2026-01-06 14:52:36,488.73,490.51,486.2,488.38,57226
2026-01-06 15:02:36,476.95,482.57,475.5,475.86,32246
2026-01-06 15:12:36,500.9,500.9,495.47,497.88,34829
2026-01-06 15:22:36,488.31,489.79,487.17,487.17,129864
2026-01-06 15:32:36,492.67,496.06,491.53,492.49,71694
2026-01-06 15:42:36,499.22,500.11,495.74,499.69,103392
2026-01-06 15:52:36,509.74,511.9,506.47,510.29,171030
2026-01-07 09:32:36,499.73,500.04,498.46,499.31,102651
2026-01-07 09:42:36,517.8,523.17,517.8,520.59,41794
2026-01-07 09:52:36,528.87,532.92,525.95,525.95,143641
2026-01-07 10:02:36,496.35,497.87,494.65,497.84,182908
2026-01-07 10:12:36,520.02,522.16,518.29,519.12,117404
2026-01-07 10:22:36,535.88,535.88,530.84,533.92,177304
2026-01-07 10:32:36,534.39,534.48,532.09,532.09,33776
2026-01-07 10:42:36,548.71,550.49,547.54,550.49,114686
2026-01-07 10:52:36,557.95,559.91,553.93,559.4,35676
2026-01-07 11:02:36,538.72,539.71,537.41,539.03,100619
2026-01-07 11:12:36,549.84,551.02,548.5,551.02,207673
2026-01-07 11:22:36,573.65,573.65,570.73,570.73,330861
2026-01-07 11:32:36,588.2,589.93,587.45,589.5,64605
2026-01-07 11:42:36,597.86,601.86,597.86,600.97,234560
2026-01-07 11:52:36,596.22,596.22,591.54,594.6,395233
2026-01-07 12:02:36,608.63,613.31,608.63,610.95,243030
2026-01-07 12:12:36,612.01,613.38,611.05,612.49,212814
2026-01-07 12:22:36,621.55,624.42,617.33,619.95,419518
2026-01-07 12:32:36,608.13,611.88,607.74,608.04,260545
2026-01-07 12:42:36,617.35,617.35,612.57,612.57,138177
2026-01-07 12:52:36,607.92,609.99,604.25,607.64,187950
2026-01-07 13:02:36,616.85,619.74,615.02,618.71,134932
2026-01-07 13:12:36,610.45,615.32,609.65,609.65,167164
2026-01-07 13:22:36,619.96,622.51,619.43,619.43,365922
2026-01-07 13:32:36,611.53,615.41,610.1,615.41,86965
2026-01-07 13:42:36,588.41,589.32,580.74,587.78,224457
2026-01-07 13:52:36,596.24,598.01,594.2,594.2,166158
2026-01-07 14:02:36,674.84,675.49,673.11,675.3,443065
2026-01-07 14:12:36,694.05,698.99,692.0,692.94,456020
2026-01-07 14:22:36,722.9,722.9,716.1,716.32,102957
