Date,Open,High,Low,Close,Volume
2026-04-03 19:16:43.715123,100.0,100.1594510923447,99.39129085986781,99.5301559765507,5472471
2026-04-03 19:17:43.715148,99.5301559765507,100.00239979588746,99.45077246509689,99.96249885869995,5521373
2026-04-03 19:18:43.715151,99.96249885869995,100.1952764084986,99.59904867930288,99.71969069370344,6743066
2026-04-03 19:19:43.715153,99.71969069370344,99.93311379931498,98.61141890204851,98.97883170900266,4275709
2026-04-03 19:20:43.715154,98.97883170900266,99.76771209328237,98.70941987862234,99.06201992721267,9916786
2026-04-03 19:21:43.715156,99.06201992721267,99.28713649328841,99.0472405824501,99.14169604834275,4416664
2026-04-03 19:22:43.715157,99.14169604834275,99.61135000215427,98.85192642394763,98.99598240829346,5056518
2026-04-03 19:23:43.715158,98.99598240829346,99.1782196284559,98.58062416817748,98.76608941922052,2870928
2026-04-03 19:24:43.715159,98.76608941922052,99.30534844735375,96.85422662953629,98.21863723327994,6414709
2026-04-03 19:25:43.715161,98.21863723327994,98.68242524498702,97.62888697565904,98.59552036213725,3658505
2026-04-03 19:26:43.715162,98.59552036213725,99.04941174482794,98.53850834923198,98.96461476517327,9411855
2026-04-03 19:27:43.715163,98.96461476517327,100.12287006126077,98.36480016054375,98.89437219906667,2767640
2026-04-03 19:28:43.715164,98.89437219906667,98.96084349883127,98.11740692842704,98.403822469158,5780450
2026-04-03 19:29:43.715165,98.403822469158,98.90898874409355,98.09705967470984,98.80664191449125,4853339
2026-04-03 19:30:43.715166,98.80664191449125,99.34990403933487,98.19499408843477,98.28233372671816,5142807
2026-04-03 19:31:43.715167,98.28233372671816,99.05589200296373,97.8405275461331,98.15361448236904,1491234
2026-04-03 19:32:43.715168,98.15361448236904,98.85261301005758,97.41970309666276,98.46093763329762,7906726
2026-04-03 19:33:43.715169,98.46093763329762,98.80646699663767,98.29705312418973,98.50362952658506,8887739
2026-04-03 19:34:43.715170,98.50362952658506,98.65089607296514,98.41550495814805,98.4606791000102,6654237
2026-04-03 19:35:43.715171,98.4606791000102,98.89031478302113,96.49062141712834,97.60686621979308,7216204
2026-04-03 19:36:43.715172,97.60686621979308,97.85174088293304,96.76370385811842,97.20862878134521,9306461
2026-04-03 19:37:43.715173,97.20862878134521,97.78797623880753,97.03376108049856,97.41097485648359,4560920
2026-04-03 19:38:43.715174,97.41097485648359,97.59012616830891,96.65600802970778,97.2755235535419,6822184
2026-04-03 19:39:43.715175,97.2755235535419,97.3372994639549,96.51718963553004,97.12394414727194,2954109
2026-04-03 19:40:43.715176,97.12394414727194,97.51354581070449,96.85864841320034,96.93682103403592,7409907
2026-04-03 19:41:43.715177,96.93682103403592,97.07605539029535,96.12569994382842,97.06705203076164,1416880
2026-04-03 19:42:43.715179,97.06705203076164,97.23444529526823,96.9349059104951,96.97373775177365,7609280
2026-04-03 19:43:43.715180,96.97373775177365,96.99056840203515,96.26378319064744,96.82959630360538,6478047
2026-04-03 19:44:43.715181,96.82959630360538,96.91125240547908,95.90636060969231,96.54446009222865,3558231
2026-04-03 19:45:43.715200,96.54446009222865,96.56637696643575,96.17622934713812,96.28066340669906,1110078
2026-04-03 19:46:43.715201,96.28066340669906,96.72507694851618,95.19246650411003,96.01173703427992,5135314
2026-04-03 19:47:43.715202,96.01173703427992,96.64617846444622,95.48533883317849,96.38778205004628,1071295
2026-04-03 19:48:43.715203,96.38778205004628,97.02440370294063,95.9841189868541,96.57703167746928,3026793
2026-04-03 19:49:43.715204,96.57703167746928,97.29706575257708,96.32281767370044,96.79187959972242,3204664
2026-04-03 19:50:43.715205,96.79187959972242,97.06224503753556,96.720763995826,96.81942368246538,7561000
2026-04-03 19:51:43.715206,96.81942368246538,97.11295280684506,96.67565425794058,96.86017604718508,2579159
2026-04-03 19:52:43.715207,96.86017604718508,98.04156196931561,96.58562874970237,97.17255083172425,5327576
2026-04-03 19:53:43.715208,97.17255083172425,97.25749568044827,96.42217206443748,97.01242226771794,3100021
2026-04-03 19:54:43.715210,97.01242226771794,97.19835787998058,96.77620378008791,97.00053053421739,9516999
2026-04-03 19:55:43.715211,97.00053053421739,97.39923189246994,95.72013051411315,96.63662891205172,5301754
2026-04-03 19:56:43.715227,96.63662891205172,97.03081469090593,96.23011137360926,96.26722321095983,7105525
2026-04-03 19:57:43.715229,96.26722321095983,97.4108549203776,95.85935942946828,96.47677822947998,3457184
2026-04-03 19:58:43.715230,96.47677822947998,96.49343477934697,95.48687398013242,95.94887531127355,4772962
2026-04-03 19:59:43.715231,95.94887531127355,97.2347556064595,95.83223292114621,96.37544751075832,3927109
2026-04-03 20:00:43.715234,96.37544751075832,96.56800634953156,95.96739689311762,96.5328544354106,3215167
2026-04-03 20:01:43.715236,96.5328544354106,97.18030197844253,95.16711425738632,95.94508237737314,2989173
2026-04-03 20:02:43.715237,95.94508237737314,96.01882821714021,95.61565504391862,95.64349146924926,5353127
2026-04-03 20:03:43.715238,95.64349146924926,96.10210588269695,94.58576974392508,95.24390733621496,3676188
2026-04-03 20:04:43.715257,95.24390733621496,95.48701418072103,94.26734896456887,94.6140864749335,6491590
2026-04-03 20:05:43.715258,94.6140864749335,94.95858678253678,94.07688394654345,94.68830351279136,9837590
2026-04-03 20:06:43.715259,94.68830351279136,95.63535134775393,93.44367057604227,94.00777917293712,6893309
2026-04-03 20:07:43.715260,94.00777917293712,94.61510126323478,93.97008265864467,94.41940203728302,4503157
2026-04-03 20:08:43.715261,94.41940203728302,95.03355493776635,93.8479764614455,94.79138925832642,1449395
2026-04-03 20:09:43.715263,94.79138925832642,95.15420773970212,94.5172380466146,94.71724001624308,4379569
2026-04-03 20:10:43.715264,94.71724001624308,95.4163295838935,94.50673154502745,95.1173900147828,2423286
2026-04-03 20:11:43.715265,95.1173900147828,95.96454880529966,94.11508242470623,94.43494096766229,7095929
2026-04-03 20:12:43.715267,94.43494096766229,94.59695783222709,93.84196196851636,93.92830815558418,5601020
2026-04-03 20:13:43.715268,93.92830815558418,95.18955302445895,93.44341957981926,94.19012226613665,8006454
2026-04-03 20:14:43.715269,94.19012226613665,94.29795603117222,93.5000644144687,93.65899731407475,9398043
2026-04-03 20:15:43.715270,93.65899731407475,93.77016677935995,92.39552955688124,93.268525605596,1764121
2026-04-03 20:16:43.715271,93.268525605596,93.78000845330344,92.12895247035192,93.11274079303926,6084921
2026-04-03 20:17:43.715288,93.11274079303926,93.31760953417538,92.88792218429109,92.94868300666245,4693305
2026-04-03 20:18:43.715289,92.94868300666245,94.25382686609589,92.49665828652627,94.2141798805578,8706358
2026-04-03 20:19:43.715290,94.2141798805578,95.04316101148687,93.7778586835248,94.87993520142538,1721747
2026-04-03 20:20:43.715291,94.87993520142538,96.0872151325565,93.86802485957607,95.49618186261483,1251492
2026-04-03 20:21:43.715294,95.49618186261483,95.73560356651355,94.27195983812105,94.77456765183433,3055723
2026-04-03 20:22:43.715295,94.77456765183433,95.37514570021143,94.47296896842968,94.52509936157901,3648790
2026-04-03 20:23:43.715296,94.52509936157901,94.94336842080337,94.06245705357628,94.28143972105381,4353597
2026-04-03 20:24:43.715297,94.28143972105381,94.44901962540419,93.65812500294221,94.10607514060334,1531831
2026-04-03 20:25:43.715298,94.10607514060334,94.99524778319271,93.69353544576191,94.69709357815931,8122313
2026-04-03 20:26:43.715299,94.69709357815931,96.19620320613927,94.40578390930311,95.39109424701296,1070640
2026-04-03 20:27:43.715300,95.39109424701296,95.85137645347142,95.29465735519109,95.58989155678618,2355531
2026-04-03 20:28:43.715301,95.58989155678618,96.28196750228686,94.96593866875837,95.89192248749583,4264908
2026-04-03 20:29:43.715302,95.89192248749583,96.13139452797671,95.82952414908726,95.97583384804892,6963135
2026-04-03 20:30:43.715321,95.97583384804892,95.98268678541795,95.54835228260882,95.64490937747816,3763642
2026-04-03 20:31:43.715322,95.64490937747816,96.51224925393265,95.08933377783283,95.28208127931688,3276360
2026-04-03 20:32:43.715323,95.28208127931688,95.39817640277741,94.90216251660301,95.0185443516108,7646705
2026-04-03 20:33:43.715325,95.0185443516108,95.03961497868451,94.34226878179244,94.90034328885554,7243669
2026-04-03 20:34:43.715327,94.90034328885554,95.54571846669566,93.74293864103907,94.70757121191635,1448345
2026-04-03 20:35:43.715328,94.70757121191635,96.02590773204548,94.50765433761276,95.27019424658242,5984445
2026-04-03 20:36:43.715329,95.27019424658242,96.03880103301528,95.03550256151077,95.67005844317153,5949499
2026-04-03 20:37:43.715330,95.67005844317153,95.83422885500289,95.44415284597213,95.66306651147595,6703737
2026-04-03 20:38:43.715331,95.66306651147595,96.13349170084341,95.36999634090259,95.59638166352009,3114792
2026-04-03 20:39:43.715332,95.59638166352009,96.02524439739605,94.83395589109521,95.56302048842831,6118922
2026-04-03 20:40:43.715333,95.56302048842831,96.74764447440195,95.1617887103838,96.35821358031768,7655623
2026-04-03 20:41:43.715334,96.35821358031768,96.72395691600661,96.0266631202753,96.09892652745913,8467048
2026-04-03 20:42:43.715335,96.09892652745913,96.12270118699674,95.5532433206965,95.8625544979361,6237196
2026-04-03 20:43:43.715336,95.8625544979361,96.21818684847365,94.58070615388593,95.2842174617973,2178049
2026-04-03 20:44:43.715337,95.2842174617973,95.77834162537793,95.11131416029072,95.25884300862899,2110389
2026-04-03 20:45:43.715338,95.25884300862899,96.07479907442563,94.2300425340584,94.87226724252889,6001045
2026-04-03 20:46:43.715355,94.87226724252889,94.9243806135741,94.50919933853794,94.67130355273005,3332517
2026-04-03 20:47:43.715356,94.67130355273005,96.23534741207014,94.38679075070998,95.47340143194074,9551881
2026-04-03 20:48:43.715357,95.47340143194074,95.78333066210548,94.7638632214862,95.16762170613207,1843523
2026-04-03 20:49:43.715358,95.16762170613207,95.67222271235576,94.02927373782148,94.75957201776428,2186887
2026-04-03 20:50:43.715359,94.75957201776428,94.88667448245683,93.10892032648121,93.35065757470849,5834357
2026-04-03 20:51:43.715360,93.35065757470849,94.03550000883949,92.1654506519023,93.77141223159825,6287118
2026-04-03 20:52:43.715361,93.77141223159825,94.50352863431856,93.6619501443796,94.25600684039827,1317537
2026-04-03 20:53:43.715362,94.25600684039827,94.99515656482662,94.20114466970547,94.58438512260533,3573619
2026-04-03 20:54:43.715363,94.58438512260533,94.97018522018556,94.48030714724952,94.92102747106502,2296516
2026-04-03 20:55:43.715364,94.92102747106502,95.49632314155197,94.19413776032613,94.26202965645585,2854971
2026-04-03 20:56:43.715365,94.26202965645585,94.48888930522884,93.68763470192371,94.2285323462234,7549546
2026-04-03 20:57:43.715366,94.2285323462234,94.40125241967543,93.511041510052,93.95256207991488,6106563
2026-04-03 20:58:43.715367,93.95256207991488,94.40125242072511,93.43720831261807,93.90000672451525,4791481
2026-04-03 20:59:43.715368,93.90000672451525,94.27408134854765,93.40923233305207,94.03746546016488,6279548
2026-04-03 21:00:43.715370,94.03746546016488,95.70874733750865,93.66788225536092,94.58244221503986,9480473
2026-04-03 21:01:43.715371,94.58244221503986,94.91335095217035,94.40870856496488,94.50982458410495,4125354
2026-04-03 21:02:43.715372,94.50982458410495,94.65137328837709,94.21960064867244,94.54691332050942,4982588
2026-04-03 21:03:43.715373,94.54691332050942,95.304896392106,94.51429203000392,94.92534157979468,8479821
